,area,mean_gray,min_gray,max_gray,sum_gray
0,0.0,0.0,10000.0,0.0,0.0
1,141.0,0.05673758865248227,0.0,3.0,8.0
2,115.0,0.08695652173913043,0.0,3.0,10.0
3,137.0,0.021897810218978103,0.0,3.0,3.0
4,101.0,0.0297029702970297,0.0,3.0,3.0
5,132.0,0.015151515151515152,0.0,1.0,2.0
6,153.0,0.026143790849673203,0.0,2.0,4.0
7,130.0,0.1076923076923077,0.0,5.0,14.0
8,137.0,3.9927007299270074,0.0,25.0,547.0
9,89.0,0.011235955056179775,0.0,1.0,1.0
10,121.0,0.01652892561983471,0.0,1.0,2.0
11,129.0,0.08527131782945736,0.0,4.0,11.0
12,102.0,0.0,0.0,0.0,0.0
13,148.0,0.0,0.0,0.0,0.0
14,173.0,0.0,0.0,0.0,0.0
15,106.0,0.07547169811320754,0.0,3.0,8.0
16,87.0,0.0,0.0,0.0,0.0
17,93.0,0.010752688172043012,0.0,1.0,1.0
18,110.0,0.0,0.0,0.0,0.0
19,101.0,0.0,0.0,0.0,0.0
20,85.0,0.058823529411764705,0.0,4.0,5.0
21,97.0,0.0,0.0,0.0,0.0
22,112.0,0.044642857142857144,0.0,3.0,5.0
23,110.0,0.0,0.0,0.0,0.0
24,96.0,0.0,0.0,0.0,0.0
25,86.0,0.0,0.0,0.0,0.0
26,117.0,0.0,0.0,0.0,0.0
27,95.0,0.0,0.0,0.0,0.0
28,48.0,0.020833333333333332,0.0,1.0,1.0
29,125.0,0.024,0.0,1.0,3.0
30,144.0,0.027777777777777776,0.0,2.0,4.0
31,98.0,0.0,0.0,0.0,0.0
32,108.0,0.027777777777777776,0.0,3.0,3.0
33,162.0,1.2469135802469136,0.0,31.0,202.0
34,96.0,0.0,0.0,0.0,0.0
35,106.0,0.11320754716981132,0.0,10.0,12.0
36,91.0,0.06593406593406594,0.0,3.0,6.0
37,84.0,2.1904761904761907,0.0,23.0,184.0
38,70.0,0.0,0.0,0.0,0.0
39,119.0,0.0,0.0,0.0,0.0
40,92.0,0.043478260869565216,0.0,2.0,4.0
41,95.0,0.0,0.0,0.0,0.0
42,181.0,0.0,0.0,0.0,0.0
43,95.0,0.0,0.0,0.0,0.0
44,134.0,0.11194029850746269,0.0,3.0,15.0
45,80.0,0.025,0.0,2.0,2.0
46,105.0,0.0761904761904762,0.0,3.0,8.0
47,80.0,0.0,0.0,0.0,0.0
48,164.0,0.18292682926829268,0.0,6.0,30.0
