,area,mean_gray,min_gray,max_gray,sum_gray
0,0.0,0.0,10000.0,0.0,0.0
1,110.0,0.37272727272727274,0.0,14.0,41.0
2,133.0,0.03759398496240601,0.0,3.0,5.0
3,127.0,0.0,0.0,0.0,0.0
4,96.0,0.0,0.0,0.0,0.0
5,134.0,0.05970149253731343,0.0,2.0,8.0
6,109.0,0.11009174311926606,0.0,3.0,12.0
7,114.0,0.0,0.0,0.0,0.0
8,171.0,0.029239766081871343,0.0,3.0,5.0
9,107.0,0.0,0.0,0.0,0.0
10,92.0,0.0,0.0,0.0,0.0
11,94.0,0.02127659574468085,0.0,2.0,2.0
12,95.0,0.0,0.0,0.0,0.0
13,131.0,0.030534351145038167,0.0,3.0,4.0
14,89.0,0.033707865168539325,0.0,2.0,3.0
15,96.0,0.6458333333333334,0.0,17.0,62.0
16,107.0,0.0,0.0,0.0,0.0
17,152.0,1.0,0.0,27.0,152.0
18,119.0,0.0,0.0,0.0,0.0
19,130.0,0.0,0.0,0.0,0.0
20,132.0,1.2424242424242424,0.0,28.0,164.0
21,187.0,0.0053475935828877,0.0,1.0,1.0
22,83.0,0.0,0.0,0.0,0.0
23,129.0,0.0,0.0,0.0,0.0
24,107.0,0.06542056074766354,0.0,7.0,7.0
25,222.0,0.009009009009009009,0.0,1.0,2.0
26,134.0,0.022388059701492536,0.0,1.0,3.0
27,108.0,0.05555555555555555,0.0,3.0,6.0
28,116.0,0.3017241379310345,0.0,4.0,35.0
29,161.0,4.136645962732919,0.0,40.0,666.0
30,84.0,0.0,0.0,0.0,0.0
31,166.0,0.1144578313253012,0.0,9.0,19.0
32,75.0,0.0,0.0,0.0,0.0
33,102.0,1.4803921568627452,0.0,22.0,151.0
34,77.0,0.09090909090909091,0.0,5.0,7.0
35,102.0,0.11764705882352941,0.0,7.0,12.0
36,87.0,0.25287356321839083,0.0,18.0,22.0
37,148.0,0.11486486486486487,0.0,4.0,17.0
38,144.0,0.0,0.0,0.0,0.0
39,77.0,0.0,0.0,0.0,0.0
40,92.0,0.0,0.0,0.0,0.0
41,136.0,1.036764705882353,0.0,13.0,141.0
42,127.0,0.023622047244094488,0.0,2.0,3.0
43,93.0,0.11827956989247312,0.0,6.0,11.0
44,131.0,0.183206106870229,0.0,6.0,24.0
45,100.0,0.0,0.0,0.0,0.0
46,106.0,0.009433962264150943,0.0,1.0,1.0
47,137.0,0.24087591240875914,0.0,7.0,33.0
48,127.0,0.0,0.0,0.0,0.0
49,118.0,0.0,0.0,0.0,0.0
50,89.0,0.0,0.0,0.0,0.0
51,134.0,1.1791044776119404,0.0,29.0,158.0
52,103.0,0.0,0.0,0.0,0.0
53,106.0,0.0,0.0,0.0,0.0
54,79.0,0.0759493670886076,0.0,2.0,6.0
55,99.0,0.0,0.0,0.0,0.0
56,115.0,0.0,0.0,0.0,0.0
57,0.0,0.0,10000.0,0.0,0.0
