,area,mean_gray,min_gray,max_gray,sum_gray
0,0.0,0.0,10000.0,0.0,0.0
1,130.0,3.923076923076923,0.0,45.0,510.0
2,88.0,0.6590909090909091,0.0,12.0,58.0
3,152.0,0.0,0.0,0.0,0.0
4,75.0,0.0,0.0,0.0,0.0
5,131.0,0.5190839694656488,0.0,26.0,68.0
6,108.0,0.25,0.0,9.0,27.0
7,94.0,0.06382978723404255,0.0,6.0,6.0
8,101.0,0.40594059405940597,0.0,13.0,41.0
9,167.0,0.0718562874251497,0.0,11.0,12.0
10,96.0,0.0,0.0,0.0,0.0
11,84.0,0.0,0.0,0.0,0.0
12,80.0,0.0,0.0,0.0,0.0
13,91.0,0.0,0.0,0.0,0.0
14,82.0,0.0,0.0,0.0,0.0
15,107.0,1.3271028037383177,0.0,76.0,142.0
16,130.0,0.3769230769230769,0.0,24.0,49.0
17,136.0,0.0,0.0,0.0,0.0
18,85.0,0.07058823529411765,0.0,6.0,6.0
19,98.0,0.8877551020408163,0.0,27.0,87.0
20,71.0,0.15492957746478872,0.0,6.0,11.0
21,147.0,0.0,0.0,0.0,0.0
22,45.0,0.0,0.0,0.0,0.0
23,113.0,0.0,0.0,0.0,0.0
24,152.0,1.0657894736842106,0.0,23.0,162.0
25,84.0,0.0,0.0,0.0,0.0
26,97.0,0.26804123711340205,0.0,12.0,26.0
27,132.0,0.09848484848484848,0.0,6.0,13.0
28,58.0,0.017241379310344827,0.0,1.0,1.0
29,88.0,0.0,0.0,0.0,0.0
30,127.0,0.11811023622047244,0.0,6.0,15.0
31,92.0,0.0,0.0,0.0,0.0
32,149.0,0.0,0.0,0.0,0.0
33,100.0,0.4,0.0,17.0,40.0
34,107.0,0.40186915887850466,0.0,13.0,43.0
35,87.0,0.7471264367816092,0.0,19.0,65.0
36,65.0,0.03076923076923077,0.0,2.0,2.0
37,85.0,0.8352941176470589,0.0,17.0,71.0
38,86.0,0.26744186046511625,0.0,12.0,23.0
39,87.0,0.41379310344827586,0.0,18.0,36.0
40,82.0,0.0,0.0,0.0,0.0
41,125.0,0.0,0.0,0.0,0.0
42,69.0,0.0,0.0,0.0,0.0
43,89.0,0.0449438202247191,0.0,4.0,4.0
44,125.0,0.264,0.0,12.0,33.0
45,151.0,0.0,0.0,0.0,0.0
46,84.0,0.0,0.0,0.0,0.0
47,92.0,0.0,0.0,0.0,0.0
48,93.0,0.0,0.0,0.0,0.0
49,79.0,0.0,0.0,0.0,0.0
50,111.0,0.26126126126126126,0.0,10.0,29.0
51,81.0,0.024691358024691357,0.0,2.0,2.0
52,61.0,0.04918032786885246,0.0,3.0,3.0
53,77.0,0.0,0.0,0.0,0.0
54,62.0,0.0,0.0,0.0,0.0
55,70.0,0.0,0.0,0.0,0.0
56,97.0,0.0,0.0,0.0,0.0
57,71.0,0.11267605633802817,0.0,6.0,8.0
58,87.0,0.0,0.0,0.0,0.0
59,66.0,0.0,0.0,0.0,0.0
60,66.0,0.0,0.0,0.0,0.0
61,100.0,0.0,0.0,0.0,0.0
62,0.0,0.0,10000.0,0.0,0.0
63,81.0,1.4074074074074074,0.0,22.0,114.0
64,58.0,0.0,0.0,0.0,0.0
65,70.0,0.0,0.0,0.0,0.0
66,61.0,0.0,0.0,0.0,0.0
67,63.0,0.0,0.0,0.0,0.0
68,53.0,0.0,0.0,0.0,0.0
69,48.0,0.0,0.0,0.0,0.0
70,61.0,0.0,0.0,0.0,0.0
71,68.0,0.0,0.0,0.0,0.0
72,92.0,0.0,0.0,0.0,0.0
73,40.0,0.05,0.0,1.0,2.0
74,63.0,0.0,0.0,0.0,0.0
75,62.0,0.0,0.0,0.0,0.0
76,45.0,0.0,0.0,0.0,0.0
77,63.0,0.015873015873015872,0.0,1.0,1.0
78,0.0,0.0,10000.0,0.0,0.0
79,55.0,0.0,0.0,0.0,0.0
80,50.0,0.1,0.0,5.0,5.0
81,56.0,0.0,0.0,0.0,0.0
82,40.0,0.0,0.0,0.0,0.0
83,53.0,0.018867924528301886,0.0,1.0,1.0
84,55.0,0.0,0.0,0.0,0.0
85,45.0,0.0,0.0,0.0,0.0
