,area,mean_gray,min_gray,max_gray,sum_gray
0,0.0,0.0,10000.0,0.0,0.0
1,124.0,0.20161290322580644,0.0,7.0,25.0
2,123.0,0.0,0.0,0.0,0.0
3,131.0,2.099236641221374,0.0,22.0,275.0
4,156.0,0.24358974358974358,0.0,9.0,38.0
5,125.0,0.056,0.0,5.0,7.0
6,90.0,0.0,0.0,0.0,0.0
7,100.0,0.02,0.0,1.0,2.0
8,122.0,0.0,0.0,0.0,0.0
9,107.0,0.0,0.0,0.0,0.0
10,109.0,0.1743119266055046,0.0,6.0,19.0
11,90.0,0.0,0.0,0.0,0.0
12,79.0,0.012658227848101266,0.0,1.0,1.0
13,107.0,6.5233644859813085,0.0,57.0,698.0
14,110.0,0.4909090909090909,0.0,9.0,54.0
15,97.0,0.6082474226804123,0.0,10.0,59.0
16,169.0,0.0,0.0,0.0,0.0
17,220.0,0.07272727272727272,0.0,3.0,16.0
18,118.0,0.0,0.0,0.0,0.0
19,89.0,0.0,0.0,0.0,0.0
20,117.0,0.0,0.0,0.0,0.0
21,131.0,0.0,0.0,0.0,0.0
22,247.0,0.0,0.0,0.0,0.0
23,64.0,0.0,0.0,0.0,0.0
24,78.0,0.0,0.0,0.0,0.0
25,142.0,0.007042253521126761,0.0,1.0,1.0
26,103.0,0.18446601941747573,0.0,5.0,19.0
27,128.0,0.0234375,0.0,3.0,3.0
28,92.0,0.0,0.0,0.0,0.0
29,85.0,8.435294117647059,0.0,76.0,717.0
30,111.0,0.02702702702702703,0.0,3.0,3.0
31,108.0,0.0,0.0,0.0,0.0
32,95.0,0.0,0.0,0.0,0.0
33,48.0,0.0,0.0,0.0,0.0
34,98.0,0.0,0.0,0.0,0.0
35,119.0,0.008403361344537815,0.0,1.0,1.0
36,85.0,0.0,0.0,0.0,0.0
37,115.0,0.0,0.0,0.0,0.0
38,142.0,0.028169014084507043,0.0,4.0,4.0
39,84.0,0.0,0.0,0.0,0.0
40,107.0,0.009345794392523364,0.0,1.0,1.0
41,112.0,0.0,0.0,0.0,0.0
42,69.0,0.0,0.0,0.0,0.0
43,139.0,0.0,0.0,0.0,0.0
44,65.0,0.06153846153846154,0.0,3.0,4.0
45,83.0,0.0,0.0,0.0,0.0
46,119.0,0.0,0.0,0.0,0.0
47,102.0,0.16666666666666666,0.0,5.0,17.0
48,279.0,0.0,0.0,0.0,0.0
49,114.0,0.0,0.0,0.0,0.0
50,81.0,0.0,0.0,0.0,0.0
51,102.0,0.6764705882352942,0.0,17.0,69.0
52,67.0,0.0,0.0,0.0,0.0
53,128.0,2.6875,0.0,28.0,344.0
54,0.0,0.0,10000.0,0.0,0.0
55,101.0,0.0,0.0,0.0,0.0
56,116.0,0.0,0.0,0.0,0.0
57,114.0,0.0,0.0,0.0,0.0
58,104.0,0.0,0.0,0.0,0.0
59,105.0,0.047619047619047616,0.0,3.0,5.0
60,117.0,0.0,0.0,0.0,0.0
61,91.0,0.0,0.0,0.0,0.0
62,100.0,0.0,0.0,0.0,0.0
63,113.0,0.0,0.0,0.0,0.0
64,67.0,0.0,0.0,0.0,0.0
65,41.0,0.0,0.0,0.0,0.0
66,131.0,0.0,0.0,0.0,0.0
67,111.0,0.0,0.0,0.0,0.0
68,104.0,0.15384615384615385,0.0,6.0,16.0
69,77.0,0.0,0.0,0.0,0.0
70,44.0,0.0,0.0,0.0,0.0
71,100.0,0.0,0.0,0.0,0.0
72,98.0,0.0,0.0,0.0,0.0
73,58.0,0.017241379310344827,0.0,1.0,1.0
74,89.0,0.0,0.0,0.0,0.0
75,73.0,0.0,0.0,0.0,0.0
76,55.0,0.0,0.0,0.0,0.0
77,73.0,0.0,0.0,0.0,0.0
78,60.0,0.0,0.0,0.0,0.0
79,99.0,0.0,0.0,0.0,0.0
80,59.0,0.0,0.0,0.0,0.0
81,87.0,0.0,0.0,0.0,0.0
82,47.0,0.0,0.0,0.0,0.0
83,67.0,0.0,0.0,0.0,0.0
84,41.0,0.4146341463414634,0.0,6.0,17.0
85,80.0,0.0,0.0,0.0,0.0
